transaction_id,account_id,transaction_date,transaction_time,transaction_type,amount,currency,branch_id,merchant_category,is_flagged
TX00021212,ACC000438,2026-05-03,23:43,Havale/EFT,3728.18,TRY,BR018,,False
TX00021213,ACC000438,2026-05-14,23:05,Yatırım İşlemi,-5448.68,TRY,BR006,,False
TX00021214,ACC000438,2026-05-21,19:31,Fatura Ödemesi,-232.39,TRY,BR003,,False
TX00021215,ACC000438,2026-05-28,07:25,Döviz İşlemi,908.43,TRY,BR003,,False
TX00021216,ACC000438,2026-05-30,07:49,Market/Alışveriş,-4538.38,TRY,BR016,Elektronik,False
TX00021217,ACC000438,2026-06-01,12:24,Fatura Ödemesi,-288.07,TRY,BR012,,False
TX00021218,ACC000438,2026-06-10,21:54,Fatura Ödemesi,-881.77,TRY,BR001,,False
TX00021219,ACC000438,2026-06-18,11:12,Döviz İşlemi,-2623.71,TRY,BR018,,False
TX00021220,ACC000438,2026-06-20,07:32,Döviz İşlemi,4050.54,TRY,BR008,,False
TX00021221,ACC000438,2026-06-22,17:21,Havale/EFT,2472.53,TRY,BR011,,False
TX00021222,ACC000438,2026-06-25,07:38,Fatura Ödemesi,-348.18,TRY,BR004,,False
TX00021223,ACC000438,2026-07-10,09:37,Fatura Ödemesi,-1940.01,TRY,BR005,,False
TX00021224,ACC000438,2026-07-21,16:40,Market/Alışveriş,-1635.9,TRY,BR010,Seyahat,False
TX00021225,ACC000438,2026-07-22,22:09,Maaş Yatışı,14829.25,TRY,BR003,,False
TX00021226,ACC000438,2026-07-29,08:55,Maaş Yatışı,23130.45,TRY,BR004,,False
TX00021227,ACC000438,2026-08-16,17:23,Kredi Kartı Harcaması,1484.06,TRY,BR018,Eğitim,False
TX00021228,ACC000439,2026-01-14,22:59,Fatura Ödemesi,-186.27,TRY,BR004,,False
TX00021229,ACC000439,2026-01-30,08:47,Havale/EFT,-3529.41,TRY,BR010,,False
TX00021230,ACC000439,2026-02-04,22:01,Fatura Ödemesi,-83.63,TRY,BR007,,False
TX00021231,ACC000439,2026-02-05,17:31,Market/Alışveriş,1152.11,TRY,BR017,E-ticaret,False
TX00021232,ACC000439,2026-02-10,02:07,ATM Para Çekme,-2143.26,TRY,BR001,,False
TX00021233,ACC000439,2026-02-11,22:40,Maaş Yatışı,11187.9,TRY,BR005,,False
TX00021234,ACC000439,2026-02-21,16:11,Fatura Ödemesi,-1637.2,TRY,BR007,,False
TX00021235,ACC000439,2026-02-25,16:31,Kredi Kartı Harcaması,423.65,TRY,BR005,Market,False
TX00021236,ACC000439,2026-03-01,07:26,Yatırım İşlemi,-6191.24,TRY,BR013,,False
TX00021237,ACC000439,2026-03-05,19:18,Yatırım İşlemi,-1893.12,TRY,BR003,,False
TX00021238,ACC000439,2026-03-06,04:51,ATM Para Çekme,-500.14,TRY,BR020,,False
TX00021239,ACC000439,2026-03-07,17:53,ATM Para Çekme,-1576.29,TRY,BR010,,False
TX00021240,ACC000439,2026-03-13,16:54,Döviz İşlemi,399.26,TRY,BR009,,False
TX00021241,ACC000439,2026-03-15,23:27,Maaş Yatışı,31365.92,TRY,BR011,,False
TX00021242,ACC000439,2026-03-16,13:42,Yatırım İşlemi,-2442.97,TRY,BR020,,False
TX00021243,ACC000439,2026-03-17,17:49,Yatırım İşlemi,3163.56,TRY,BR018,,False
TX00021244,ACC000439,2026-03-18,15:48,Kredi Kartı Harcaması,5260.89,TRY,BR015,Elektronik,False
TX00021245,ACC000439,2026-03-21,02:31,Kredi Kartı Harcaması,3041.68,TRY,BR014,Sağlık,False
TX00021246,ACC000439,2026-03-23,02:18,Havale/EFT,1615.11,TRY,BR002,,False
TX00021247,ACC000439,2026-03-24,11:59,Havale/EFT,-1693.46,TRY,BR017,,False
TX00021248,ACC000439,2026-03-26,04:18,ATM Para Çekme,-972.87,TRY,BR020,,False
TX00021249,ACC000439,2026-03-28,10:48,Market/Alışveriş,-1822.09,TRY,BR019,Akaryakıt,False
TX00021250,ACC000439,2026-04-01,20:55,Havale/EFT,-516.05,TRY,BR001,,False
TX00021251,ACC000439,2026-04-02,00:17,Yatırım İşlemi,-4122.88,TRY,BR016,,False
TX00021252,ACC000439,2026-04-05,07:44,Fatura Ödemesi,-954.13,TRY,BR012,,False
TX00021253,ACC000439,2026-04-08,16:27,Market/Alışveriş,-1867.04,TRY,BR008,Market,False
TX00021254,ACC000439,2026-04-11,00:30,Fatura Ödemesi,-1667.96,TRY,BR016,,False
TX00021255,ACC000439,2026-04-14,12:37,Havale/EFT,1701.22,TRY,BR006,,False
TX00021256,ACC000439,2026-04-15,10:07,Maaş Yatışı,19080.25,TRY,BR013,,False
TX00021257,ACC000439,2026-04-16,01:00,Fatura Ödemesi,-63.21,TRY,BR015,,False
TX00021258,ACC000439,2026-04-17,19:14,ATM Para Çekme,-1654.49,TRY,BR015,,False
TX00021259,ACC000439,2026-04-23,10:22,Yatırım İşlemi,1044.71,TRY,BR007,,False
TX00021260,ACC000439,2026-04-27,16:07,Havale/EFT,3546.63,TRY,BR002,,False
TX00021261,ACC000439,2026-04-29,23:18,Maaş Yatışı,21848.27,TRY,BR001,,False
TX00021262,ACC000439,2026-05-07,16:23,ATM Para Çekme,-135.43,TRY,BR004,,False
TX00021263,ACC000439,2026-05-12,17:05,Kredi Kartı Harcaması,673.21,TRY,BR002,Elektronik,False
TX00021264,ACC000439,2026-05-13,03:43,Market/Alışveriş,-4324.01,TRY,BR006,Elektronik,False
TX00021265,ACC000439,2026-05-16,07:08,Market/Alışveriş,-3119.15,TRY,BR005,Fatura/Kamu,False
TX00021266,ACC000439,2026-05-18,00:58,Kredi Kartı Harcaması,3597.64,TRY,BR003,Seyahat,False
TX00021267,ACC000439,2026-05-19,05:37,Yatırım İşlemi,6878.28,TRY,BR009,,False
TX00021268,ACC000439,2026-05-20,16:24,Fatura Ödemesi,-1505.97,TRY,BR009,,False
TX00021269,ACC000439,2026-05-21,22:04,Maaş Yatışı,25686.94,TRY,BR019,,False
TX00021270,ACC000439,2026-05-22,12:31,Kredi Kartı Harcaması,844.94,TRY,BR014,Diğer,False
TX00021271,ACC000439,2026-06-01,08:28,Yatırım İşlemi,2286.6,TRY,BR014,,False
TX00021272,ACC000439,2026-06-07,20:32,Havale/EFT,-3264.31,TRY,BR018,,False
TX00021273,ACC000439,2026-06-11,08:15,Kredi Kartı Harcaması,1786.13,TRY,BR004,Eğitim,False
TX00021274,ACC000439,2026-06-13,21:32,ATM Para Çekme,-1252.84,TRY,BR005,,False
TX00021275,ACC000439,2026-06-14,02:15,Yatırım İşlemi,-1033.7,TRY,BR012,,False
TX00021276,ACC000439,2026-06-17,18:00,Havale/EFT,-2428.73,TRY,BR009,,False
TX00021277,ACC000439,2026-06-19,01:09,Market/Alışveriş,-1379.0,TRY,BR009,Elektronik,False
TX00021278,ACC000439,2026-06-23,05:35,Yatırım İşlemi,78.72,TRY,BR004,,False
TX00021279,ACC000439,2026-06-24,13:54,ATM Para Çekme,-3590.16,TRY,BR004,,False
TX00021280,ACC000439,2026-06-27,06:22,Havale/EFT,2907.14,TRY,BR006,,False
TX00021281,ACC000439,2026-07-01,21:41,Fatura Ödemesi,-1224.16,TRY,BR014,,False
TX00021282,ACC000439,2026-07-04,07:13,Döviz İşlemi,2153.13,TRY,BR015,,False
TX00021283,ACC000439,2026-07-05,22:41,Fatura Ödemesi,-115.97,TRY,BR011,,False
TX00021284,ACC000439,2026-07-10,10:52,Havale/EFT,3026.3,TRY,BR019,,False
TX00021285,ACC000439,2026-07-11,02:41,ATM Para Çekme,-189.07,TRY,BR018,,False
TX00021286,ACC000439,2026-07-12,00:40,Market/Alışveriş,-2187.63,TRY,BR011,Sağlık,False
TX00021287,ACC000439,2026-07-14,17:54,Döviz İşlemi,-2263.03,TRY,BR002,,False
TX00021288,ACC000439,2026-07-15,14:36,Fatura Ödemesi,-684.66,TRY,BR010,,False
TX00021289,ACC000439,2026-07-16,11:35,Havale/EFT,261.34,TRY,BR006,,False
TX00021290,ACC000439,2026-07-21,15:27,ATM Para Çekme,-746.52,TRY,BR012,,False
TX00021291,ACC000439,2026-07-25,11:38,Fatura Ödemesi,-1527.84,TRY,BR004,,False
TX00021292,ACC000439,2026-07-31,12:18,Döviz İşlemi,-3310.23,TRY,BR011,,False
TX00021293,ACC000439,2026-08-01,03:44,Havale/EFT,-6568.66,TRY,BR010,,False
TX00021294,ACC000439,2026-08-03,07:53,Fatura Ödemesi,-1110.02,TRY,BR008,,False
TX00021295,ACC000439,2026-08-04,04:17,Market/Alışveriş,-408.56,TRY,BR010,Fatura/Kamu,False
TX00021296,ACC000439,2026-08-09,02:38,Kredi Kartı Harcaması,1605.62,TRY,BR001,Akaryakıt,False
TX00021297,ACC000439,2026-08-12,07:51,Döviz İşlemi,-4329.07,TRY,BR018,,False
TX00021298,ACC000439,2026-08-14,20:26,Market/Alışveriş,400.78,TRY,BR013,Sağlık,False
TX00021299,ACC000439,2026-08-22,17:01,Kredi Kartı Harcaması,2069.57,TRY,BR009,Diğer,False
TX00021300,ACC000440,2024-09-12,13:39,Kredi Kartı Harcaması,1889.53,EUR,BR013,E-ticaret,False
TX00021301,ACC000440,2024-10-16,17:01,ATM Para Çekme,-849.41,EUR,BR002,,False
TX00021302,ACC000440,2024-10-19,04:27,Yatırım İşlemi,4167.78,EUR,BR008,,False
TX00021303,ACC000440,2024-10-28,13:31,Market/Alışveriş,974.95,EUR,BR012,Market,False
TX00021304,ACC000440,2024-11-14,15:05,ATM Para Çekme,-4783.12,EUR,BR007,,False
TX00021305,ACC000440,2024-11-25,23:48,Havale/EFT,3704.27,EUR,BR008,,False
TX00021306,ACC000440,2024-12-01,16:29,Yatırım İşlemi,2190.94,EUR,BR018,,False
TX00021307,ACC000440,2025-01-07,05:45,Market/Alışveriş,151.32,EUR,BR016,Eğitim,False
TX00021308,ACC000440,2025-01-15,15:53,Kredi Kartı Harcaması,713.98,EUR,BR005,Fatura/Kamu,False
TX00021309,ACC000440,2025-01-26,12:05,Market/Alışveriş,1557.18,EUR,BR009,Akaryakıt,False
TX00021310,ACC000440,2025-01-30,09:16,Market/Alışveriş,-4561.94,EUR,BR005,Eğitim,False
TX00021311,ACC000440,2025-02-11,12:54,Fatura Ödemesi,-310.24,EUR,BR016,,False
TX00021312,ACC000440,2025-02-14,07:20,Maaş Yatışı,14568.88,EUR,BR006,,False
TX00021313,ACC000440,2025-02-27,14:10,Fatura Ödemesi,-2498.38,EUR,BR004,,False
TX00021314,ACC000440,2025-03-01,08:42,Market/Alışveriş,-211.43,EUR,BR015,Akaryakıt,False
TX00021315,ACC000440,2025-03-14,03:56,Maaş Yatışı,24302.35,EUR,BR017,,False
TX00021316,ACC000440,2025-04-01,20:28,Maaş Yatışı,19185.28,EUR,BR020,,False
TX00021317,ACC000440,2025-04-09,10:59,ATM Para Çekme,-1545.19,EUR,BR013,,False
TX00021318,ACC000440,2025-04-15,15:33,ATM Para Çekme,-1833.39,EUR,BR017,,False
TX00021319,ACC000440,2025-05-12,04:22,Döviz İşlemi,914.27,EUR,BR017,,False
TX00021320,ACC000440,2025-05-24,05:28,Kredi Kartı Harcaması,407.19,EUR,BR003,Akaryakıt,False
TX00021321,ACC000440,2025-05-25,21:16,Yatırım İşlemi,-2526.01,EUR,BR018,,False
TX00021322,ACC000440,2025-06-05,12:56,Yatırım İşlemi,-1571.14,EUR,BR018,,False
TX00021323,ACC000440,2025-06-09,15:16,ATM Para Çekme,-458.3,EUR,BR018,,False
TX00021324,ACC000440,2025-07-08,01:29,Fatura Ödemesi,-471.19,EUR,BR017,,False
TX00021325,ACC000440,2025-07-19,01:30,Yatırım İşlemi,-6050.04,EUR,BR014,,False
TX00021326,ACC000440,2025-07-26,02:44,ATM Para Çekme,-1252.4,EUR,BR006,,False
TX00021327,ACC000440,2025-07-30,20:21,Fatura Ödemesi,-939.44,EUR,BR019,,False
TX00021328,ACC000440,2025-08-11,16:09,Havale/EFT,1762.08,EUR,BR017,,False
TX00021329,ACC000440,2025-08-15,08:02,Market/Alışveriş,3350.74,EUR,BR010,Sağlık,False
TX00021330,ACC000440,2025-08-31,16:39,Maaş Yatışı,29125.67,EUR,BR007,,False
TX00021331,ACC000440,2025-09-26,15:40,Yatırım İşlemi,-3585.87,EUR,BR008,,False
TX00021332,ACC000440,2025-10-05,22:33,Yatırım İşlemi,-4818.32,EUR,BR012,,False
TX00021333,ACC000440,2025-10-16,06:48,Döviz İşlemi,149.06,EUR,BR015,,False
TX00021334,ACC000440,2025-10-18,23:21,Havale/EFT,1913.12,EUR,BR020,,False
TX00021335,ACC000440,2025-10-20,04:33,Maaş Yatışı,16987.99,EUR,BR011,,False
TX00021336,ACC000440,2025-11-18,21:30,Havale/EFT,926.26,EUR,BR007,,False
TX00021337,ACC000440,2025-11-27,18:00,Kredi Kartı Harcaması,3710.3,EUR,BR005,Restoran,False
TX00021338,ACC000440,2025-11-30,16:02,Yatırım İşlemi,-981.96,EUR,BR017,,False
TX00021339,ACC000440,2025-12-06,17:36,Fatura Ödemesi,-181.75,EUR,BR018,,False
TX00021340,ACC000440,2025-12-30,04:46,Fatura Ödemesi,-911.54,EUR,BR015,,False
TX00021341,ACC000440,2026-01-12,11:06,Maaş Yatışı,27460.68,EUR,BR013,,False
TX00021342,ACC000440,2026-01-21,12:28,Döviz İşlemi,-3508.94,EUR,BR019,,False
TX00021343,ACC000440,2026-01-23,11:15,Yatırım İşlemi,-961.59,EUR,BR006,,False
TX00021344,ACC000440,2026-02-04,04:30,Döviz İşlemi,5315.71,EUR,BR004,,False
TX00021345,ACC000440,2026-02-08,06:29,Havale/EFT,-652.2,EUR,BR003,,False
TX00021346,ACC000440,2026-02-28,00:05,Fatura Ödemesi,-1934.2,EUR,BR017,,False
TX00021347,ACC000440,2026-03-03,07:18,Döviz İşlemi,1520.49,EUR,BR007,,False
TX00021348,ACC000440,2026-03-23,11:25,Market/Alışveriş,812.04,EUR,BR020,Restoran,False
TX00021349,ACC000440,2026-04-02,06:57,ATM Para Çekme,-459.8,EUR,BR003,,False
TX00021350,ACC000440,2026-04-07,00:10,Maaş Yatışı,24275.49,EUR,BR018,,False
TX00021351,ACC000440,2026-04-16,11:12,Fatura Ödemesi,-1161.07,EUR,BR014,,False
TX00021352,ACC000440,2026-05-04,19:57,Maaş Yatışı,23441.31,EUR,BR003,,False
TX00021353,ACC000440,2026-05-07,13:58,Maaş Yatışı,20847.38,EUR,BR008,,False
TX00021354,ACC000440,2026-05-10,23:42,Fatura Ödemesi,-862.4,EUR,BR013,,False
TX00021355,ACC000440,2026-05-12,10:40,Maaş Yatışı,17774.45,EUR,BR004,,False
TX00021356,ACC000440,2026-05-25,06:23,Havale/EFT,-5392.64,EUR,BR011,,False
TX00021357,ACC000440,2026-05-28,08:57,Döviz İşlemi,-7102.15,EUR,BR014,,False
TX00021358,ACC000440,2026-06-02,03:44,Fatura Ödemesi,-526.45,EUR,BR017,,True
TX00021359,ACC000440,2026-06-05,19:55,Yatırım İşlemi,3607.96,EUR,BR020,,False
TX00021360,ACC000440,2026-06-13,02:39,Market/Alışveriş,-6053.84,EUR,BR014,Market,False
TX00021361,ACC000440,2026-06-18,02:03,Döviz İşlemi,400.77,EUR,BR003,,False
TX00021362,ACC000440,2026-06-21,07:51,Havale/EFT,-6775.59,EUR,BR007,,False
TX00021363,ACC000440,2026-06-29,01:50,ATM Para Çekme,-1157.09,EUR,BR001,,False
TX00021364,ACC000440,2026-07-25,01:21,Fatura Ödemesi,-616.3,EUR,BR004,,False
TX00021365,ACC000440,2026-08-14,20:11,Market/Alışveriş,1495.15,EUR,BR010,Diğer,False
TX00021366,ACC000440,2026-08-23,23:47,Maaş Yatışı,15164.87,EUR,BR020,,False
TX00021367,ACC000441,2024-08-30,13:10,Fatura Ödemesi,-1398.75,TRY,BR017,,False
TX00021368,ACC000441,2024-09-03,14:05,Döviz İşlemi,2789.26,TRY,BR013,,False
TX00021369,ACC000441,2024-09-04,15:48,Market/Alışveriş,-3324.2,TRY,BR002,Seyahat,False
TX00021370,ACC000441,2024-09-17,18:03,Fatura Ödemesi,-220.47,TRY,BR014,,False
TX00021371,ACC000441,2024-09-22,13:26,Havale/EFT,1872.97,TRY,BR009,,False
TX00021372,ACC000441,2024-09-23,22:19,Maaş Yatışı,19484.43,TRY,BR006,,False
TX00021373,ACC000441,2024-09-25,06:38,Maaş Yatışı,21143.37,TRY,BR001,,False
TX00021374,ACC000441,2024-10-03,20:36,Fatura Ödemesi,-358.18,TRY,BR019,,False
TX00021375,ACC000441,2024-10-17,08:45,Fatura Ödemesi,-457.82,TRY,BR015,,False
TX00021376,ACC000441,2024-10-18,09:44,Maaş Yatışı,23209.91,TRY,BR018,,False
TX00021377,ACC000441,2024-10-25,05:54,ATM Para Çekme,-4888.19,TRY,BR001,,False
TX00021378,ACC000441,2024-10-28,05:16,Yatırım İşlemi,-633.41,TRY,BR006,,False
TX00021379,ACC000441,2024-11-03,11:01,Kredi Kartı Harcaması,971.08,TRY,BR018,Diğer,False
TX00021380,ACC000441,2024-11-09,04:27,Maaş Yatışı,27758.91,TRY,BR012,,False
TX00021381,ACC000441,2024-11-17,10:00,Market/Alışveriş,2964.71,TRY,BR017,Diğer,False
TX00021382,ACC000441,2024-12-13,10:12,Fatura Ödemesi,-322.13,TRY,BR018,,False
TX00021383,ACC000441,2024-12-14,01:09,Fatura Ödemesi,-461.71,TRY,BR016,,False
TX00021384,ACC000441,2024-12-18,20:14,Döviz İşlemi,4066.12,TRY,BR016,,False
TX00021385,ACC000441,2024-12-22,18:47,Fatura Ödemesi,-409.91,TRY,BR012,,False
TX00021386,ACC000441,2024-12-25,06:46,Fatura Ödemesi,-228.33,TRY,BR020,,False
TX00021387,ACC000441,2024-12-26,12:07,Döviz İşlemi,761.17,TRY,BR008,,False
TX00021388,ACC000441,2024-12-28,01:40,Havale/EFT,-276.58,TRY,BR009,,False
TX00021389,ACC000441,2025-01-09,07:12,Fatura Ödemesi,-1190.69,TRY,BR010,,False
TX00021390,ACC000441,2025-01-11,16:50,ATM Para Çekme,-673.48,TRY,BR008,,False
TX00021391,ACC000441,2025-01-18,23:32,Maaş Yatışı,15222.33,TRY,BR012,,False
TX00021392,ACC000441,2025-01-23,17:25,Döviz İşlemi,-1900.57,TRY,BR008,,False
TX00021393,ACC000441,2025-01-27,03:45,Fatura Ödemesi,-112.58,TRY,BR011,,False
TX00021394,ACC000441,2025-01-28,13:16,Fatura Ödemesi,-2192.89,TRY,BR009,,False
TX00021395,ACC000441,2025-02-14,23:00,Maaş Yatışı,19734.14,TRY,BR014,,False
TX00021396,ACC000441,2025-02-16,02:57,Fatura Ödemesi,-884.68,TRY,BR010,,False
TX00021397,ACC000441,2025-02-18,19:05,ATM Para Çekme,-1163.97,TRY,BR004,,False
TX00021398,ACC000441,2025-02-19,18:08,Döviz İşlemi,-961.07,TRY,BR019,,False
TX00021399,ACC000441,2025-02-25,17:35,Market/Alışveriş,-7169.09,TRY,BR013,Elektronik,False
TX00021400,ACC000441,2025-02-26,10:33,Fatura Ödemesi,-341.69,TRY,BR015,,False
TX00021401,ACC000441,2025-02-28,01:37,Fatura Ödemesi,-154.43,TRY,BR008,,False
TX00021402,ACC000441,2025-03-01,05:24,Fatura Ödemesi,-1540.45,TRY,BR002,,False
TX00021403,ACC000441,2025-03-21,08:51,Yatırım İşlemi,6404.32,TRY,BR002,,False
TX00021404,ACC000441,2025-03-23,23:51,ATM Para Çekme,-2624.7,TRY,BR006,,False
TX00021405,ACC000441,2025-03-24,19:09,Market/Alışveriş,1798.62,TRY,BR018,Diğer,False
TX00021406,ACC000441,2025-03-27,18:59,Döviz İşlemi,-1832.2,TRY,BR019,,False
TX00021407,ACC000441,2025-04-02,12:21,Kredi Kartı Harcaması,1445.85,TRY,BR018,Market,False
TX00021408,ACC000441,2025-04-15,02:59,Kredi Kartı Harcaması,1451.61,TRY,BR004,Elektronik,False
TX00021409,ACC000441,2025-04-21,20:00,Kredi Kartı Harcaması,2991.9,TRY,BR008,Seyahat,False
TX00021410,ACC000441,2025-05-09,16:44,Maaş Yatışı,29929.86,TRY,BR005,,False
TX00021411,ACC000441,2025-05-12,09:13,Döviz İşlemi,-9419.2,TRY,BR004,,False
TX00021412,ACC000441,2025-05-26,07:18,Yatırım İşlemi,1532.87,TRY,BR017,,False
TX00021413,ACC000441,2025-05-28,22:36,Maaş Yatışı,26347.63,TRY,BR016,,False
TX00021414,ACC000441,2025-06-01,20:33,Market/Alışveriş,-5979.54,TRY,BR013,Elektronik,False
TX00021415,ACC000441,2025-06-02,08:33,Kredi Kartı Harcaması,1440.33,TRY,BR005,Fatura/Kamu,False
TX00021416,ACC000441,2025-06-04,18:45,Havale/EFT,-7728.25,TRY,BR018,,False
TX00021417,ACC000441,2025-06-09,03:16,Yatırım İşlemi,-2480.64,TRY,BR010,,False
TX00021418,ACC000441,2025-06-13,06:53,Fatura Ödemesi,-867.76,TRY,BR013,,False
TX00021419,ACC000441,2025-06-27,15:18,ATM Para Çekme,-1414.51,TRY,BR006,,False
TX00021420,ACC000441,2025-06-29,21:24,Döviz İşlemi,555.16,TRY,BR014,,False
TX00021421,ACC000441,2025-07-09,01:51,Döviz İşlemi,10011.04,TRY,BR007,,False
TX00021422,ACC000441,2025-07-16,15:54,ATM Para Çekme,-1312.01,TRY,BR019,,False
TX00021423,ACC000441,2025-07-17,19:45,Yatırım İşlemi,-1478.41,TRY,BR014,,False
TX00021424,ACC000441,2025-07-19,18:35,Market/Alışveriş,-1733.65,TRY,BR007,Market,False
TX00021425,ACC000441,2025-07-25,06:38,Havale/EFT,-952.63,TRY,BR011,,False
TX00021426,ACC000441,2025-08-05,18:21,ATM Para Çekme,-4849.88,TRY,BR005,,False
TX00021427,ACC000441,2025-08-24,10:01,Döviz İşlemi,1598.72,TRY,BR010,,False
TX00021428,ACC000441,2025-08-28,15:58,Kredi Kartı Harcaması,588.98,TRY,BR009,Sağlık,False
TX00021429,ACC000441,2025-09-01,05:34,Maaş Yatışı,28118.61,TRY,BR010,,False
TX00021430,ACC000441,2025-09-07,18:51,Kredi Kartı Harcaması,4716.41,TRY,BR019,Sağlık,False
TX00021431,ACC000441,2025-09-13,04:49,Maaş Yatışı,13213.78,TRY,BR011,,False
TX00021432,ACC000441,2025-09-19,20:15,Maaş Yatışı,19020.83,TRY,BR019,,False
TX00021433,ACC000441,2025-09-20,01:00,Maaş Yatışı,23444.02,TRY,BR016,,False
TX00021434,ACC000441,2025-09-23,07:38,Kredi Kartı Harcaması,690.12,TRY,BR005,Seyahat,False
TX00021435,ACC000441,2025-10-15,20:46,Döviz İşlemi,1507.37,TRY,BR009,,False
TX00021436,ACC000441,2025-10-17,16:23,ATM Para Çekme,-6164.21,TRY,BR012,,False
TX00021437,ACC000441,2025-10-18,17:48,Maaş Yatışı,25626.94,TRY,BR013,,False
TX00021438,ACC000441,2025-10-28,01:35,Yatırım İşlemi,10276.68,TRY,BR018,,False
TX00021439,ACC000441,2025-11-21,13:04,Havale/EFT,4569.37,TRY,BR020,,False
TX00021440,ACC000441,2025-12-01,20:09,Yatırım İşlemi,299.83,TRY,BR003,,False
TX00021441,ACC000441,2025-12-07,08:25,ATM Para Çekme,-883.53,TRY,BR003,,False
TX00021442,ACC000441,2025-12-21,07:46,Fatura Ödemesi,-366.96,TRY,BR019,,False
TX00021443,ACC000441,2025-12-24,21:17,Fatura Ödemesi,-1373.14,TRY,BR019,,False
TX00021444,ACC000441,2025-12-26,02:06,Havale/EFT,2031.06,TRY,BR005,,False
TX00021445,ACC000441,2025-12-28,07:09,Yatırım İşlemi,2206.27,TRY,BR016,,False
TX00021446,ACC000441,2025-12-30,10:56,Havale/EFT,-5118.16,TRY,BR008,,False
TX00021447,ACC000441,2025-12-31,22:15,ATM Para Çekme,-3793.28,TRY,BR020,,False
TX00021448,ACC000441,2026-01-05,21:28,Fatura Ödemesi,-237.91,TRY,BR015,,False
TX00021449,ACC000441,2026-01-06,05:37,Kredi Kartı Harcaması,189.11,TRY,BR008,Fatura/Kamu,False
TX00021450,ACC000441,2026-01-18,22:59,Döviz İşlemi,292.31,TRY,BR008,,False
TX00021451,ACC000441,2026-01-27,16:16,Yatırım İşlemi,-153.29,TRY,BR016,,False
TX00021452,ACC000441,2026-01-31,05:01,Havale/EFT,4263.12,TRY,BR015,,False
TX00021453,ACC000441,2026-02-14,03:02,Döviz İşlemi,499.12,TRY,BR014,,False
TX00021454,ACC000441,2026-02-21,20:27,Fatura Ödemesi,-1914.15,TRY,BR018,,False
TX00021455,ACC000441,2026-02-25,06:36,Fatura Ödemesi,-742.69,TRY,BR019,,False
TX00021456,ACC000441,2026-02-26,22:00,Fatura Ödemesi,-12.12,TRY,BR005,,False
TX00021457,ACC000441,2026-02-28,05:10,Yatırım İşlemi,4434.08,TRY,BR006,,False
TX00021458,ACC000441,2026-03-08,19:53,Kredi Kartı Harcaması,708.38,TRY,BR014,Sağlık,False
TX00021459,ACC000441,2026-03-09,14:18,Kredi Kartı Harcaması,1554.3,TRY,BR002,Market,False
TX00021460,ACC000441,2026-03-17,17:43,Maaş Yatışı,17771.4,TRY,BR004,,False
TX00021461,ACC000441,2026-03-25,02:28,Market/Alışveriş,-1612.57,TRY,BR008,E-ticaret,False
TX00021462,ACC000441,2026-03-27,10:20,Fatura Ödemesi,-654.42,TRY,BR020,,False
TX00021463,ACC000441,2026-04-02,23:27,Kredi Kartı Harcaması,127.49,TRY,BR016,Sağlık,False
TX00021464,ACC000441,2026-04-14,02:16,Kredi Kartı Harcaması,1000.68,TRY,BR006,Fatura/Kamu,False
TX00021465,ACC000441,2026-04-15,15:25,Maaş Yatışı,19737.02,TRY,BR018,,False
TX00021466,ACC000441,2026-04-16,01:06,Havale/EFT,1897.13,TRY,BR006,,False
TX00021467,ACC000441,2026-04-18,06:27,ATM Para Çekme,-522.84,TRY,BR020,,False
TX00021468,ACC000441,2026-04-20,11:12,Market/Alışveriş,5493.3,TRY,BR006,Akaryakıt,False
TX00021469,ACC000441,2026-04-23,06:40,ATM Para Çekme,-2976.22,TRY,BR017,,False
TX00021470,ACC000441,2026-05-09,06:44,ATM Para Çekme,-1716.97,TRY,BR018,,False
TX00021471,ACC000441,2026-05-11,23:53,Havale/EFT,-1124.27,TRY,BR013,,False
TX00021472,ACC000441,2026-05-12,01:44,Döviz İşlemi,3823.3,TRY,BR010,,False
TX00021473,ACC000441,2026-05-15,11:14,Maaş Yatışı,17448.9,TRY,BR008,,False
TX00021474,ACC000441,2026-05-30,01:03,Döviz İşlemi,3767.09,TRY,BR010,,False
TX00021475,ACC000441,2026-06-01,23:26,ATM Para Çekme,-1178.33,TRY,BR007,,False
TX00021476,ACC000441,2026-06-05,18:05,Fatura Ödemesi,-2150.15,TRY,BR010,,False
TX00021477,ACC000441,2026-06-10,05:20,ATM Para Çekme,-533.18,TRY,BR009,,False
TX00021478,ACC000441,2026-06-28,03:56,Döviz İşlemi,3448.73,TRY,BR009,,False
TX00021479,ACC000441,2026-06-30,23:37,Döviz İşlemi,4026.53,TRY,BR012,,False
TX00021480,ACC000441,2026-07-08,17:01,Fatura Ödemesi,-801.61,TRY,BR003,,False
TX00021481,ACC000441,2026-07-17,05:36,Maaş Yatışı,26153.05,TRY,BR007,,False
TX00021482,ACC000441,2026-07-18,09:40,Yatırım İşlemi,-5211.53,TRY,BR002,,False
TX00021483,ACC000441,2026-08-01,12:24,Market/Alışveriş,-3189.3,TRY,BR011,Eğitim,False
TX00021484,ACC000441,2026-08-05,21:37,Havale/EFT,2609.92,TRY,BR007,,False
TX00021485,ACC000441,2026-08-14,22:48,ATM Para Çekme,-241.7,TRY,BR002,,False
