account_id,customer_id,account_type,branch_id,open_date,currency,balance,interest_rate,loan_amount
ACC000286,CUS00170,Vadeli,BR002,2025-12-18,TRY,11664.65,3.28,0.0
ACC000287,CUS00171,KOBİ Kredi,BR002,2025-03-16,USD,18659.69,35.14,91540.76
ACC000288,CUS00172,Vadeli,BR017,2026-01-19,EUR,5865.93,3.3,0.0
ACC000289,CUS00173,Vadesiz,BR003,2026-05-16,TRY,15949.83,0.0,0.0
ACC000290,CUS00173,Kredi Kartı,BR020,2026-06-10,EUR,38532.07,60.36,60022.12
ACC000291,CUS00174,Bireysel Kredi,BR020,2024-06-07,TRY,30940.63,50.39,60439.21
ACC000292,CUS00175,KOBİ Kredi,BR006,2025-09-06,TRY,50523.69,41.99,118370.62
ACC000293,CUS00175,Kredi Kartı,BR015,2026-07-01,TRY,48618.4,32.41,44149.0
ACC000294,CUS00176,Vadeli,BR004,2026-05-19,TRY,2688.21,3.07,0.0
ACC000295,CUS00177,Bireysel Kredi,BR004,2025-06-14,TRY,14802.2,61.56,43089.83
ACC000296,CUS00177,Vadeli,BR020,2025-03-04,TRY,39619.37,3.85,0.0
ACC000297,CUS00177,Kredi Kartı,BR017,2024-10-02,TRY,8016.4,33.26,11933.95
ACC000298,CUS00178,KOBİ Kredi,BR014,2024-09-19,TRY,11425.32,42.96,23076.16
ACC000299,CUS00178,Vadesiz,BR002,2025-10-09,TRY,3444.55,0.0,0.0
ACC000300,CUS00179,Bireysel Kredi,BR013,2025-03-27,TRY,16187.77,58.16,44384.44
ACC000301,CUS00180,KOBİ Kredi,BR005,2024-12-23,TRY,2914.58,56.81,32462.54
ACC000302,CUS00180,Vadesiz,BR003,2025-08-14,TRY,6976.07,0.0,0.0
ACC000303,CUS00180,Vadeli,BR018,2025-08-21,TRY,14556.95,2.07,0.0
ACC000304,CUS00181,Vadesiz,BR017,2025-03-06,TRY,15658.65,0.0,0.0
ACC000305,CUS00181,KOBİ Kredi,BR007,2026-04-15,TRY,7925.29,41.06,86936.41
ACC000306,CUS00182,Vadeli,BR014,2024-11-28,TRY,13554.65,2.26,0.0
ACC000307,CUS00183,Bireysel Kredi,BR009,2025-03-09,EUR,8348.85,43.91,9418.55
ACC000308,CUS00183,Kredi Kartı,BR007,2025-05-18,TRY,22194.53,57.43,60336.8
ACC000309,CUS00183,KOBİ Kredi,BR016,2026-06-21,TRY,10782.28,49.57,46586.23
ACC000310,CUS00184,Kredi Kartı,BR019,2026-05-16,TRY,58772.63,54.69,77832.07
ACC000311,CUS00185,Vadesiz,BR015,2026-03-03,TRY,1170.23,0.0,0.0
ACC000312,CUS00185,Vadeli,BR006,2023-05-04,TRY,7199.74,3.03,0.0
ACC000313,CUS00186,KOBİ Kredi,BR006,2025-09-13,TRY,15458.37,52.26,44196.59
ACC000314,CUS00186,Vadesiz,BR003,2025-12-06,USD,15152.14,0.0,0.0
ACC000315,CUS00187,KOBİ Kredi,BR014,2025-02-22,TRY,25681.21,39.21,38565.06
ACC000316,CUS00188,KOBİ Kredi,BR002,2025-02-25,TRY,17807.18,62.57,80620.63
ACC000317,CUS00189,KOBİ Kredi,BR010,2026-02-25,TRY,22576.32,50.91,14580.93
ACC000318,CUS00190,Vadeli,BR001,2026-02-28,TRY,14486.25,3.47,0.0
ACC000319,CUS00190,Bireysel Kredi,BR017,2025-07-03,TRY,-17378.53,31.18,5661.79
ACC000320,CUS00190,KOBİ Kredi,BR020,2025-11-11,TRY,-27.97,54.45,70068.01
ACC000321,CUS00191,Vadesiz,BR008,2026-01-19,TRY,7710.81,0.0,0.0
ACC000322,CUS00191,Kredi Kartı,BR006,2025-10-16,TRY,64899.88,39.66,83021.84
ACC000323,CUS00192,Bireysel Kredi,BR013,2025-07-21,TRY,8728.24,48.12,51696.0
ACC000324,CUS00193,Vadesiz,BR018,2025-07-05,TRY,16206.69,0.0,0.0
ACC000325,CUS00193,KOBİ Kredi,BR018,2024-07-29,USD,33761.07,42.18,6876.89
ACC000326,CUS00194,Kredi Kartı,BR007,2025-12-09,TRY,-36099.54,44.14,89635.64
ACC000327,CUS00194,Vadeli,BR001,2024-10-25,TRY,5647.35,2.72,0.0
ACC000328,CUS00194,KOBİ Kredi,BR004,2023-05-19,TRY,-611.56,47.61,26028.96
ACC000329,CUS00195,Vadesiz,BR017,2022-12-13,EUR,11287.13,0.0,0.0
ACC000330,CUS00196,KOBİ Kredi,BR015,2025-01-22,EUR,38249.07,49.71,118584.68
ACC000331,CUS00196,Kredi Kartı,BR008,2024-02-16,TRY,17075.65,63.64,51378.69
ACC000332,CUS00196,Bireysel Kredi,BR015,2025-07-27,TRY,10890.82,61.38,41201.96
ACC000333,CUS00197,Bireysel Kredi,BR003,2024-02-14,TRY,11339.16,57.6,38228.2
ACC000334,CUS00197,Vadesiz,BR008,2026-02-21,TRY,10835.12,0.0,0.0
ACC000335,CUS00197,Vadeli,BR008,2025-04-22,USD,37596.91,2.74,0.0
ACC000336,CUS00198,KOBİ Kredi,BR001,2026-07-12,TRY,31394.81,39.22,31794.64
ACC000337,CUS00199,Bireysel Kredi,BR011,2026-03-29,TRY,15818.44,62.6,57851.46
ACC000338,CUS00200,Kredi Kartı,BR007,2026-05-20,USD,-991.53,39.42,46452.5
ACC000339,CUS00201,Vadeli,BR007,2025-01-11,TRY,11195.56,2.23,0.0
ACC000340,CUS00201,Bireysel Kredi,BR009,2022-10-03,TRY,45879.66,37.1,12774.27
ACC000341,CUS00201,Kredi Kartı,BR008,2022-03-29,USD,6893.29,42.46,81036.55
ACC000342,CUS00202,Vadesiz,BR016,2023-12-16,TRY,1972.23,0.0,0.0
ACC000343,CUS00202,KOBİ Kredi,BR018,2025-05-08,EUR,14380.23,59.68,51814.16
ACC000344,CUS00203,Kredi Kartı,BR016,2026-07-05,USD,36492.47,60.83,28817.73
ACC000345,CUS00204,Kredi Kartı,BR006,2026-02-07,EUR,3899.74,62.06,49936.22
ACC000346,CUS00204,Bireysel Kredi,BR009,2025-06-18,TRY,22171.0,56.26,128817.31
ACC000347,CUS00205,KOBİ Kredi,BR014,2025-05-26,TRY,-8632.54,48.93,51377.21
ACC000348,CUS00206,Bireysel Kredi,BR015,2026-01-21,EUR,24348.33,54.44,40729.33
ACC000349,CUS00206,Vadeli,BR015,2022-07-12,TRY,2125.34,1.53,0.0
ACC000350,CUS00207,Bireysel Kredi,BR011,2025-09-25,TRY,46941.29,60.16,25246.97
ACC000351,CUS00207,Vadesiz,BR006,2025-08-30,TRY,33161.92,0.0,0.0
ACC000352,CUS00208,Bireysel Kredi,BR020,2026-07-23,TRY,40792.14,36.44,49294.95
ACC000353,CUS00209,Bireysel Kredi,BR012,2025-06-24,TRY,27373.78,44.02,66152.75
ACC000354,CUS00210,KOBİ Kredi,BR005,2025-04-13,EUR,14493.51,54.01,36972.56
ACC000355,CUS00211,Kredi Kartı,BR018,2026-01-21,TRY,28985.82,43.33,41065.76
ACC000356,CUS00211,Vadeli,BR005,2024-12-04,USD,9709.8,3.72,0.0
ACC000357,CUS00212,Vadesiz,BR006,2024-05-27,TRY,6838.04,0.0,0.0
ACC000358,CUS00213,KOBİ Kredi,BR018,2025-01-31,TRY,24958.15,57.49,24536.03
ACC000359,CUS00214,KOBİ Kredi,BR019,2026-02-14,TRY,35520.87,33.46,80620.05
ACC000360,CUS00215,Vadeli,BR009,2025-02-25,TRY,19365.48,3.39,0.0
ACC000361,CUS00216,Kredi Kartı,BR009,2021-01-17,TRY,32072.8,49.61,60645.22
ACC000362,CUS00217,Kredi Kartı,BR014,2026-01-25,TRY,33935.14,60.36,71060.41
ACC000363,CUS00217,KOBİ Kredi,BR020,2026-06-01,TRY,23834.02,50.16,86628.12
ACC000364,CUS00217,Vadesiz,BR018,2026-06-04,TRY,11719.1,0.0,0.0
ACC000365,CUS00218,Kredi Kartı,BR017,2025-03-04,TRY,7993.0,55.78,20967.29
ACC000366,CUS00218,KOBİ Kredi,BR003,2024-11-17,TRY,12969.63,40.03,5562.01
ACC000367,CUS00219,Vadeli,BR011,2025-03-27,TRY,15659.77,3.34,0.0
ACC000368,CUS00219,KOBİ Kredi,BR013,2023-08-31,USD,30501.39,32.5,79843.03
ACC000369,CUS00220,Vadeli,BR011,2026-05-08,TRY,2668.39,2.37,0.0
ACC000370,CUS00221,Bireysel Kredi,BR009,2020-10-17,USD,7822.97,57.33,74580.74
ACC000371,CUS00222,KOBİ Kredi,BR006,2026-02-24,TRY,-11535.35,30.81,44265.25
ACC000372,CUS00222,Bireysel Kredi,BR008,2022-01-19,TRY,-606.56,62.92,47886.51
ACC000373,CUS00222,Vadeli,BR003,2026-05-06,TRY,15618.02,2.69,0.0
ACC000374,CUS00223,Bireysel Kredi,BR018,2024-12-18,TRY,10681.99,56.98,59009.55
ACC000375,CUS00224,Vadesiz,BR009,2026-07-13,TRY,19264.78,0.0,0.0
ACC000376,CUS00224,KOBİ Kredi,BR003,2025-12-28,TRY,-7544.35,60.99,27304.08
ACC000377,CUS00225,Vadeli,BR010,2025-12-16,TRY,17104.0,1.88,0.0
ACC000378,CUS00226,Vadeli,BR002,2026-02-16,TRY,5746.43,4.08,0.0
ACC000379,CUS00226,Vadesiz,BR011,2023-04-24,USD,7855.35,0.0,0.0
ACC000380,CUS00227,KOBİ Kredi,BR009,2024-11-28,TRY,17750.35,34.73,19647.72
ACC000381,CUS00228,KOBİ Kredi,BR020,2021-10-02,TRY,42804.83,56.21,69887.22
ACC000382,CUS00228,Vadeli,BR019,2021-07-17,TRY,8900.12,3.42,0.0
ACC000383,CUS00228,Kredi Kartı,BR018,2023-12-16,TRY,15039.53,42.15,80212.14
ACC000384,CUS00229,Vadesiz,BR010,2026-06-05,TRY,12667.75,0.0,0.0
ACC000385,CUS00229,Bireysel Kredi,BR009,2026-07-10,TRY,73245.38,30.37,60896.99
ACC000386,CUS00230,Vadeli,BR010,2025-07-30,TRY,6554.04,1.52,0.0
ACC000387,CUS00230,Kredi Kartı,BR016,2025-08-26,EUR,5365.36,46.7,86016.25
ACC000388,CUS00231,Bireysel Kredi,BR010,2026-06-10,TRY,11318.26,57.89,46342.72
ACC000389,CUS00232,Vadeli,BR018,2026-07-10,TRY,13508.54,2.25,0.0
ACC000390,CUS00232,Bireysel Kredi,BR013,2025-07-28,USD,3182.25,37.72,10631.5
ACC000391,CUS00233,Vadeli,BR017,2024-12-09,TRY,30590.13,4.23,0.0
ACC000392,CUS00234,Kredi Kartı,BR018,2024-01-17,USD,12809.34,44.45,30813.88
ACC000393,CUS00234,KOBİ Kredi,BR003,2025-02-06,TRY,78504.85,40.14,81516.22
ACC000394,CUS00235,KOBİ Kredi,BR009,2025-11-04,TRY,58411.21,47.22,97827.28
ACC000395,CUS00235,Bireysel Kredi,BR011,2025-08-20,TRY,34178.92,31.74,114257.85
ACC000396,CUS00236,Vadeli,BR010,2025-09-19,TRY,6914.22,3.65,0.0
ACC000397,CUS00236,Vadesiz,BR001,2023-01-01,TRY,6162.76,0.0,0.0
ACC000398,CUS00237,Bireysel Kredi,BR007,2023-06-26,TRY,-852.61,40.91,70441.78
ACC000399,CUS00238,Kredi Kartı,BR002,2024-11-01,TRY,10432.4,59.52,34715.55
ACC000400,CUS00238,Bireysel Kredi,BR005,2026-06-13,TRY,5827.68,57.15,178111.45
ACC000401,CUS00239,Bireysel Kredi,BR006,2026-04-24,TRY,33538.49,59.45,42395.96
ACC000402,CUS00240,Vadesiz,BR008,2025-07-31,TRY,19819.78,0.0,0.0
ACC000403,CUS00240,KOBİ Kredi,BR015,2023-10-07,TRY,31837.66,64.81,69409.95
ACC000404,CUS00241,Vadesiz,BR017,2026-01-25,TRY,21559.84,0.0,0.0
ACC000405,CUS00242,Bireysel Kredi,BR010,2026-07-20,EUR,28946.32,35.55,45041.28
ACC000406,CUS00243,KOBİ Kredi,BR009,2025-10-29,TRY,56506.04,40.46,47213.73
ACC000407,CUS00243,Vadesiz,BR012,2026-07-02,USD,13865.83,0.0,0.0
ACC000408,CUS00244,Vadeli,BR014,2023-09-24,TRY,15204.92,2.0,0.0
ACC000409,CUS00244,Vadesiz,BR009,2023-08-04,TRY,16014.91,0.0,0.0
ACC000410,CUS00244,Bireysel Kredi,BR013,2023-08-31,TRY,2266.53,30.31,20239.23
ACC000411,CUS00245,Bireysel Kredi,BR020,2024-08-23,TRY,-5512.56,56.98,7951.45
ACC000412,CUS00246,Bireysel Kredi,BR003,2025-05-13,TRY,27723.89,41.84,43355.21
ACC000413,CUS00247,Vadesiz,BR005,2026-07-10,TRY,7597.36,0.0,0.0
ACC000414,CUS00247,KOBİ Kredi,BR004,2025-12-29,TRY,9491.39,38.14,55691.84
ACC000415,CUS00247,Vadeli,BR018,2024-11-05,TRY,33898.3,3.77,0.0
ACC000416,CUS00248,Bireysel Kredi,BR001,2026-07-02,TRY,3768.47,42.54,116172.13
ACC000417,CUS00248,Vadeli,BR005,2026-06-27,TRY,21074.88,1.62,0.0
ACC000418,CUS00249,KOBİ Kredi,BR018,2023-11-05,TRY,13937.38,36.64,53253.12
ACC000419,CUS00249,Kredi Kartı,BR006,2025-03-25,TRY,29588.04,41.33,15474.42
ACC000420,CUS00250,KOBİ Kredi,BR018,2025-11-20,TRY,15094.86,48.59,41789.53
ACC000421,CUS00251,Kredi Kartı,BR018,2026-03-01,TRY,-1525.89,30.03,36111.52
ACC000422,CUS00252,Bireysel Kredi,BR001,2026-02-08,TRY,50497.08,42.74,10534.94
ACC000423,CUS00252,Vadeli,BR020,2025-06-09,TRY,10764.62,3.66,0.0
ACC000424,CUS00253,KOBİ Kredi,BR007,2026-04-14,TRY,11426.02,47.41,63694.99
ACC000425,CUS00253,Bireysel Kredi,BR018,2025-08-26,TRY,2278.08,39.91,58434.06
ACC000426,CUS00254,Kredi Kartı,BR004,2026-06-06,TRY,20757.04,53.06,23745.06
ACC000427,CUS00255,Vadeli,BR006,2026-07-20,USD,18233.29,2.11,0.0
ACC000428,CUS00256,Vadesiz,BR002,2025-02-13,TRY,13532.07,0.0,0.0
ACC000429,CUS00257,Bireysel Kredi,BR002,2026-05-14,TRY,66033.59,51.21,35803.99
ACC000430,CUS00257,Kredi Kartı,BR003,2026-05-11,TRY,6127.8,62.24,58848.86
ACC000431,CUS00258,Vadesiz,BR002,2026-07-08,TRY,10354.39,0.0,0.0
ACC000432,CUS00258,Bireysel Kredi,BR014,2026-07-19,USD,17488.52,57.8,12937.07
ACC000433,CUS00259,KOBİ Kredi,BR009,2026-04-14,TRY,29235.09,55.7,28262.8
ACC000434,CUS00260,Vadesiz,BR017,2024-07-08,TRY,16272.14,0.0,0.0
ACC000435,CUS00260,Vadeli,BR008,2021-01-12,TRY,48900.7,2.07,0.0
ACC000436,CUS00261,Vadeli,BR018,2025-08-24,TRY,10941.33,2.75,0.0
ACC000437,CUS00261,KOBİ Kredi,BR004,2023-11-16,TRY,32538.38,50.18,36087.1
ACC000438,CUS00262,Bireysel Kredi,BR006,2025-04-13,TRY,8946.54,49.25,100514.75
ACC000439,CUS00262,Vadesiz,BR017,2026-01-14,TRY,1853.88,0.0,0.0
ACC000440,CUS00263,KOBİ Kredi,BR015,2023-04-12,EUR,-7280.49,61.59,103884.29
ACC000441,CUS00264,Kredi Kartı,BR014,2023-05-18,TRY,4087.28,45.07,9268.97
ACC000442,CUS00264,KOBİ Kredi,BR011,2026-01-01,TRY,18033.11,49.71,48958.69
ACC000443,CUS00265,KOBİ Kredi,BR009,2021-10-05,TRY,14607.04,45.83,9104.34
ACC000444,CUS00266,Vadesiz,BR020,2026-06-13,TRY,46098.55,0.0,0.0
ACC000445,CUS00266,KOBİ Kredi,BR005,2026-06-19,EUR,3040.93,40.56,80858.7
ACC000446,CUS00266,Vadeli,BR010,2026-06-09,EUR,11473.93,2.14,0.0
ACC000447,CUS00267,Kredi Kartı,BR018,2025-03-20,TRY,37082.31,49.97,10187.57
ACC000448,CUS00268,Vadesiz,BR015,2023-10-28,TRY,13208.87,0.0,0.0
ACC000449,CUS00268,KOBİ Kredi,BR005,2022-12-08,TRY,-38761.38,61.14,29508.55
ACC000450,CUS00269,Kredi Kartı,BR010,2026-07-08,TRY,17681.14,43.99,69023.14
ACC000451,CUS00270,Vadesiz,BR006,2025-12-23,TRY,8976.29,0.0,0.0
ACC000452,CUS00270,Kredi Kartı,BR019,2026-03-23,USD,38055.01,33.34,17871.43
ACC000453,CUS00270,Vadeli,BR010,2026-02-16,TRY,18192.19,3.93,0.0
ACC000454,CUS00271,Vadesiz,BR011,2026-07-21,TRY,8248.74,0.0,0.0
ACC000455,CUS00272,Bireysel Kredi,BR008,2025-09-28,TRY,356.82,59.73,23441.85
ACC000456,CUS00272,Vadesiz,BR001,2024-08-29,TRY,13689.18,0.0,0.0
ACC000457,CUS00273,Vadesiz,BR017,2024-01-29,TRY,4961.61,0.0,0.0
ACC000458,CUS00273,Kredi Kartı,BR018,2024-11-16,TRY,5144.24,41.44,67664.47
ACC000459,CUS00274,Vadeli,BR013,2022-05-04,EUR,4639.95,3.76,0.0
ACC000460,CUS00274,Vadesiz,BR019,2026-03-31,TRY,2271.98,0.0,0.0
ACC000461,CUS00275,Kredi Kartı,BR013,2024-10-01,TRY,8657.67,41.77,28403.51
ACC000462,CUS00276,Vadesiz,BR018,2026-04-04,TRY,18697.45,0.0,0.0
ACC000463,CUS00277,KOBİ Kredi,BR014,2024-09-04,TRY,9494.6,34.56,106496.83
ACC000464,CUS00278,KOBİ Kredi,BR007,2025-06-04,TRY,18919.03,52.83,20645.4
ACC000465,CUS00279,KOBİ Kredi,BR017,2026-05-11,TRY,25191.78,32.51,105248.52
ACC000466,CUS00280,Kredi Kartı,BR004,2024-02-16,TRY,30295.47,44.82,9546.49
ACC000467,CUS00280,Vadesiz,BR012,2022-01-29,TRY,9747.86,0.0,0.0
ACC000468,CUS00281,Vadesiz,BR010,2025-02-06,TRY,16087.92,0.0,0.0
ACC000469,CUS00282,Bireysel Kredi,BR020,2024-07-10,TRY,29285.48,31.57,36029.29
ACC000470,CUS00283,Vadeli,BR005,2024-05-24,TRY,10288.13,4.06,0.0
ACC000471,CUS00283,Kredi Kartı,BR004,2025-12-22,TRY,65675.45,38.51,67066.54
ACC000472,CUS00284,Vadeli,BR001,2026-06-10,TRY,18178.62,3.91,0.0
ACC000473,CUS00284,Kredi Kartı,BR010,2026-01-16,TRY,5570.5,30.8,15290.48
ACC000474,CUS00285,KOBİ Kredi,BR007,2022-05-01,TRY,40853.41,48.31,79842.53
ACC000475,CUS00286,Bireysel Kredi,BR020,2022-03-28,TRY,67.75,34.95,39296.48
ACC000476,CUS00287,Vadesiz,BR019,2024-10-04,USD,10521.87,0.0,0.0
ACC000477,CUS00287,Bireysel Kredi,BR017,2024-07-21,TRY,16365.4,35.96,9368.83
ACC000478,CUS00288,KOBİ Kredi,BR009,2025-07-16,TRY,12329.41,52.92,60004.48
ACC000479,CUS00289,Bireysel Kredi,BR009,2026-01-22,TRY,18318.88,61.95,68535.71
ACC000480,CUS00290,Vadesiz,BR001,2024-09-05,TRY,18170.83,0.0,0.0
ACC000481,CUS00291,Bireysel Kredi,BR017,2026-07-20,EUR,660.66,33.49,88055.54
ACC000482,CUS00291,Vadeli,BR011,2026-04-07,TRY,8974.15,3.29,0.0
ACC000483,CUS00291,KOBİ Kredi,BR003,2026-07-02,TRY,6913.02,47.52,86092.24
ACC000484,CUS00292,Vadesiz,BR002,2026-07-16,TRY,20774.84,0.0,0.0
ACC000485,CUS00293,Kredi Kartı,BR013,2026-04-15,TRY,45395.37,30.64,50680.05
ACC000486,CUS00293,Bireysel Kredi,BR012,2025-12-31,TRY,12172.95,40.58,46467.96
ACC000487,CUS00294,KOBİ Kredi,BR009,2025-03-25,USD,5559.29,61.16,11481.94
ACC000488,CUS00294,Kredi Kartı,BR001,2026-06-18,EUR,9156.47,63.22,113357.79
ACC000489,CUS00294,Vadesiz,BR008,2026-05-10,TRY,8529.85,0.0,0.0
ACC000490,CUS00295,Vadeli,BR013,2022-11-06,TRY,2331.05,3.53,0.0
ACC000491,CUS00295,Vadesiz,BR008,2023-09-14,TRY,11787.17,0.0,0.0
ACC000492,CUS00295,Kredi Kartı,BR019,2025-01-07,TRY,10035.05,63.97,89136.03
ACC000493,CUS00296,Kredi Kartı,BR005,2026-03-19,TRY,53022.3,34.85,29696.05
ACC000494,CUS00296,Bireysel Kredi,BR018,2026-02-07,TRY,22064.83,37.08,53776.43
ACC000495,CUS00296,KOBİ Kredi,BR005,2026-03-23,TRY,16723.52,54.68,34664.11
ACC000496,CUS00297,Vadeli,BR005,2025-07-10,TRY,5884.58,3.19,0.0
ACC000497,CUS00297,Bireysel Kredi,BR006,2026-04-01,TRY,1393.84,49.51,18290.76
ACC000498,CUS00298,Vadesiz,BR005,2024-10-22,TRY,12490.02,0.0,0.0
ACC000499,CUS00298,Vadeli,BR011,2025-11-26,USD,3266.21,2.74,0.0
ACC000500,CUS00298,Bireysel Kredi,BR014,2024-06-22,TRY,21077.49,56.1,43945.06
ACC000501,CUS00299,Kredi Kartı,BR007,2026-06-10,TRY,10053.03,36.47,33499.63
ACC000502,CUS00299,Vadeli,BR020,2026-05-12,TRY,3911.33,3.32,0.0
ACC000503,CUS00300,KOBİ Kredi,BR008,2024-12-13,TRY,34679.29,42.57,73723.88
ACC000504,CUS00300,Vadeli,BR016,2023-09-16,TRY,4642.67,4.04,0.0
ACC000505,CUS00301,Kredi Kartı,BR006,2022-07-23,USD,4885.68,47.2,18515.53
ACC000506,CUS00302,Vadeli,BR008,2026-05-05,TRY,19878.45,3.79,0.0
ACC000507,CUS00303,Kredi Kartı,BR014,2026-07-08,TRY,23618.5,53.5,85433.24
ACC000508,CUS00304,Vadeli,BR003,2021-06-25,TRY,29427.85,4.36,0.0
ACC000509,CUS00305,KOBİ Kredi,BR016,2023-12-19,TRY,2568.51,60.34,60565.52
ACC000510,CUS00306,Bireysel Kredi,BR020,2025-08-19,TRY,42768.53,43.31,31787.69
ACC000511,CUS00306,KOBİ Kredi,BR011,2024-04-22,TRY,17121.18,62.87,36288.93
ACC000512,CUS00306,Vadesiz,BR019,2023-10-27,TRY,12021.06,0.0,0.0
ACC000513,CUS00307,Vadesiz,BR015,2023-12-14,TRY,23813.69,0.0,0.0
ACC000514,CUS00307,KOBİ Kredi,BR002,2024-09-02,USD,63906.32,38.6,104047.23
ACC000515,CUS00308,Vadesiz,BR017,2022-05-23,TRY,8784.05,0.0,0.0
ACC000516,CUS00308,Bireysel Kredi,BR002,2024-07-08,TRY,22125.52,45.38,21144.5
ACC000517,CUS00309,Kredi Kartı,BR014,2026-06-02,TRY,8526.83,62.17,39535.89
ACC000518,CUS00309,Bireysel Kredi,BR017,2026-07-18,USD,8276.32,46.23,25609.4
ACC000519,CUS00309,Vadesiz,BR015,2026-02-19,TRY,15961.88,0.0,0.0
ACC000520,CUS00310,Vadeli,BR013,2024-08-08,TRY,19188.52,2.85,0.0
ACC000521,CUS00310,KOBİ Kredi,BR006,2025-08-23,TRY,26315.33,61.38,59249.66
ACC000522,CUS00311,Bireysel Kredi,BR011,2026-07-08,TRY,4131.49,61.75,21567.82
ACC000523,CUS00311,Vadesiz,BR006,2026-05-09,TRY,13729.0,0.0,0.0
ACC000524,CUS00311,Vadeli,BR004,2026-05-02,TRY,27768.6,3.62,0.0
ACC000525,CUS00312,Vadesiz,BR017,2025-03-07,TRY,55679.97,0.0,0.0
ACC000526,CUS00312,Bireysel Kredi,BR006,2023-04-04,TRY,22898.38,43.32,69563.21
ACC000527,CUS00313,Kredi Kartı,BR006,2026-06-25,USD,3537.73,36.26,68270.27
ACC000528,CUS00313,Vadeli,BR002,2023-07-17,TRY,46314.47,2.43,0.0
ACC000529,CUS00314,Bireysel Kredi,BR006,2025-10-27,TRY,7785.79,34.6,26327.52
ACC000530,CUS00314,Kredi Kartı,BR007,2026-05-12,TRY,35448.05,56.79,42491.46
ACC000531,CUS00315,Bireysel Kredi,BR016,2026-04-25,TRY,1184.85,30.2,27691.61
ACC000532,CUS00316,Vadeli,BR016,2026-01-05,TRY,34491.14,2.83,0.0
ACC000533,CUS00316,KOBİ Kredi,BR020,2025-05-08,TRY,13358.22,38.56,33273.96
ACC000534,CUS00316,Kredi Kartı,BR018,2025-11-24,TRY,33682.88,52.0,53633.6
ACC000535,CUS00317,Vadeli,BR006,2024-12-20,TRY,10195.96,3.46,0.0
ACC000536,CUS00317,Vadesiz,BR002,2026-05-19,TRY,7957.07,0.0,0.0
ACC000537,CUS00318,KOBİ Kredi,BR020,2024-03-14,TRY,121958.87,62.21,96131.76
ACC000538,CUS00319,Bireysel Kredi,BR006,2024-03-09,TRY,26525.65,39.95,61942.94
ACC000539,CUS00320,KOBİ Kredi,BR015,2026-04-01,TRY,15545.09,42.61,53170.09
ACC000540,CUS00320,Vadeli,BR002,2026-04-13,TRY,11098.01,2.4,0.0
ACC000541,CUS00321,Bireysel Kredi,BR003,2025-08-29,TRY,7012.66,59.52,54688.04
ACC000542,CUS00322,Bireysel Kredi,BR005,2023-11-23,TRY,12895.89,60.08,56748.99
ACC000543,CUS00323,Bireysel Kredi,BR017,2026-02-14,TRY,29288.39,37.32,58898.67
ACC000544,CUS00324,KOBİ Kredi,BR017,2026-07-16,EUR,6372.91,46.93,29595.69
ACC000545,CUS00325,Kredi Kartı,BR020,2026-05-24,USD,13141.17,39.09,81762.6
ACC000546,CUS00325,Bireysel Kredi,BR019,2024-01-16,EUR,36996.95,42.38,22704.69
ACC000547,CUS00326,KOBİ Kredi,BR016,2022-12-05,TRY,-1062.6,52.12,10616.88
ACC000548,CUS00327,Vadeli,BR020,2025-12-13,TRY,20537.74,2.37,0.0
ACC000549,CUS00328,Vadesiz,BR001,2025-08-10,TRY,7078.3,0.0,0.0
ACC000550,CUS00329,Vadeli,BR014,2024-06-29,TRY,7342.19,2.55,0.0
ACC000551,CUS00329,Bireysel Kredi,BR007,2023-08-15,TRY,778.71,37.04,105922.53
ACC000552,CUS00330,Vadesiz,BR010,2026-06-19,TRY,27987.27,0.0,0.0
ACC000553,CUS00331,Vadesiz,BR011,2025-11-30,TRY,27470.55,0.0,0.0
ACC000554,CUS00331,KOBİ Kredi,BR019,2025-12-11,TRY,39640.22,31.02,34355.84
ACC000555,CUS00332,Kredi Kartı,BR011,2023-09-11,USD,21905.55,46.77,18527.15
ACC000556,CUS00333,Vadesiz,BR005,2025-12-10,TRY,18330.19,0.0,0.0
ACC000557,CUS00334,KOBİ Kredi,BR015,2024-04-09,TRY,7419.56,44.49,37547.32
ACC000558,CUS00334,Kredi Kartı,BR002,2024-10-13,USD,20522.81,40.48,40209.03
ACC000559,CUS00335,Kredi Kartı,BR007,2022-04-11,TRY,7801.51,41.61,15352.63
ACC000560,CUS00335,Vadesiz,BR012,2024-08-04,TRY,23999.49,0.0,0.0
ACC000561,CUS00336,Vadesiz,BR011,2023-08-14,EUR,30758.89,0.0,0.0
ACC000562,CUS00337,Vadeli,BR006,2026-02-18,TRY,14743.85,4.09,0.0
ACC000563,CUS00337,Bireysel Kredi,BR010,2026-07-11,TRY,14643.61,41.01,53392.46
ACC000564,CUS00338,Bireysel Kredi,BR003,2024-10-25,TRY,13107.45,38.32,35988.64
ACC000565,CUS00339,Kredi Kartı,BR007,2022-12-04,TRY,8450.27,36.13,33386.82
ACC000566,CUS00340,Vadesiz,BR007,2026-05-03,USD,25599.61,0.0,0.0
ACC000567,CUS00341,Vadesiz,BR016,2026-05-19,USD,15410.99,0.0,0.0
ACC000568,CUS00342,Kredi Kartı,BR016,2025-07-21,TRY,9907.49,48.33,32858.46
ACC000569,CUS00343,Vadeli,BR017,2026-07-19,TRY,32629.02,1.9,0.0
ACC000570,CUS00343,Vadesiz,BR002,2026-04-12,TRY,5011.86,0.0,0.0
